ZA_ZAPIS_ID,ZA_RO_ROK,ZA_DZ_DZIAL1_ID,DZ_NAZWA,ZA_TYTUL,ZA_TYTUL_CALOSCI,ZA_TE_TEATR_ID,TE_NAZWA,ZA_OPIS_WSPOLTWORCOW,ZA_NAZWA_ADAPT_DZIELA,ZA_OPIS_ADAPT_DZIELA,ZA_ADNOTACJE
49543,1989,7681,Wielka Brytania (teatr polski za granicą) - repertuar,Żołnierz królowej Madagaskaru,,490,Teatr Nowy,,,Reż. Jerzy Wróblewski,
23396,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Kłamczucha. Prem. 1988,,879,Teatr Zagłębia,Tł. Hanna Pieczarkowska. Reż. Jerzy Połoński,,,
23397,1988,449,"Teatry od 1945 r. (omówienia, repertuar)","Dawno, dawno, sto lat temu. Prem. 1988",,382,Teatr Polski,Reż. Marcel Kochańczyk,,,
23398,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Emigranci. Prem. 1988,,879,Teatr Zagłębia,Reż. Janusz Ostrowski,,,
23400,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Masz ochotę na miłość?. Prem. 1988,,879,Teatr Zagłębia,Reż. Mieczysław Górkiewicz,,,
23403,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Opowiem wam o Esther. Prem. 1988,,2142,"Teatr ""Krypta""",Adapt. scen. i reż.: Witold Kopeć,,,	
23402,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Calineczka. Prem. 1988,,879,Teatr Zagłębia,Reż. Jacek Medwecki,,Wg baśni Hansa Christiana Andersena,
23404,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Gry sportowe. Prem. 1988,,2142,"Teatr ""Krypta""",Reż. Zbigniew Chrzanowski,,,
23405,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Ostatnia noc Sokratesa. Prem. 1988,,382,Teatr Polski,Tł. Liliana Bardijewska. Reż. Zbigniew Mamont,,,
23406,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Idiota. Prem. 1988,,382,Teatr Polski,Tł. Jerzy Jędrzejewicz. Adapt. Stanisław Brejdygant. Reż. Andrzej May,,,
23407,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Księżniczka Turandot. Prem. 1988,,880,Teatr Polski*,Tł. Joanna Czaplińska. Reż. Frantisek Hromada,,,
30226,1989,449,"Teatry od 1945 r. (omówienia, repertuar)",Sztuka konwersacji. Prem. 1989,,42,Teatr Polski im. Hieronima Konieczki (do  2000: Teatr Polski),Reż. Wiesław Nowicki,,,
19520,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Pasjans - Bardzo komiczna tragedia z happyendem. Prem. 1988,,382,Teatr Polski,Reż. aut.,,,
10485,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Apelacja. Prem. 1988,,21,Teatr Dramatyczny im. A. Węgierki,Reż. Andrzej Jakimiec,W sądzie,,
19563,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Z palca wyssane. Prem. 1988,,907,Teatr Współczesny im. E. Wiercińskiego,Adapt. i reż.: Joanna Dobrzańska,,Sc. na podstawie utworów Jana Brzechwy,
11347,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Pokojówki. Prem. 1988,,21,Teatr Dramatyczny im. A. Węgierki,Tł. Jan Błoński. Reż. Andrzej Jakimiec,,																																																						,
11365,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Operetka. Prem. 1988,,21,Teatr Dramatyczny im. A. Węgierki,Reż. Leszek Czarnota,,,
11370,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Bal manekinów. Prem. 1988,,21,Teatr Dramatyczny im. A. Węgierki,Oprac. tekstu i reż.: Adrzej Jakimiec,,,
11377,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Pochówek. Prem. 1988,,21,Teatr Dramatyczny im. A. Węgierki,Adapt. i reż.: Andrzej Jakimiec,List z Ameryki,,
11390,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Moniza Clavier. Prem. 1988,,21,Teatr Dramatyczny im. A. Węgierki,Adapt. i opieka reż.: Andrzej Jakimiec,,				,
11394,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Na pełnym morzu. Prem. 1988,,21,Teatr Dramatyczny im. A. Węgierki,Reż  Andrzej Jakimiec,,,
11397,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Rzeźnia. Prem. 1988,,21,Teatr Dramatyczny im. A. Węgierki,Reż. Wojciech Szelachowski,,,
11400,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Dom kobiet. Prem. 1988,,21,Teatr Dramatyczny im. A. Węgierki,Reż. Michał Pawlicki,,,
11423,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Mały książę. Prem. 1988,,21,Teatr Dramatyczny im. A. Węgierki,Reż. Barbara Łukaszewska. Opieka reż.: Andrzej Jakimiec,,,
11713,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Mąż i żona. Prem. 1988,,41,Teatr Polski,Reż. Aleksandra Górska,,,
11717,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Bez oręża. Prem. 1988,,41,Teatr Polski,Adapt. Stanisław Jastrzębski. Insc. i reż.: Jan Sycz,,,
11731,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Zielony gil. Prem. 1988,,41,Teatr Polski,Tł. i adapt.: Julian Tuwim. Reż. Wojciech Brzozowicz,,,
11733,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Cyklop. Prem. 1988,,41,Teatr Polski,Reż. Wacław Jankowski,,,
11735,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Lampka oliwna. Prem. 1988,,41,Teatr Polski,Reż. Konrad Lesisz,,,
11740,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Trans-Atlantyk - Zaproszenie. Prem. 1988,,22,Teatr Drzymały,,,Monodram,
11750,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Mistrz i Małgorzata. Prem. 1988,,42,Teatr Polski im. Hieronima Konieczki (do  2000: Teatr Polski),"Tł. Irena Lewandowska, Witold Dąbrowski. Adapt. Andrzej Maria Marczewski",,,
11771,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Trzy białe strzały. Prem. 1988,,42,Teatr Polski im. Hieronima Konieczki (do  2000: Teatr Polski),Tł. Stanisław Gawłowski. Reż. Marek Mokrowiecki,,,
11781,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Madame de Sade. Prem. 1988,,42,Teatr Polski im. Hieronima Konieczki (do  2000: Teatr Polski),Reż. Jarosław Kuszewski,,,
11801,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Mizantrop. Prem. 1988,,42,Teatr Polski im. Hieronima Konieczki (do  2000: Teatr Polski),"Tł. Tadeusz Boy-Żeleński, Jan Kott. Reż. Zdzisław Wardejn",,,
11817,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Emigranci. Prem. 1988,,42,Teatr Polski im. Hieronima Konieczki (do  2000: Teatr Polski),Reż. Józef Fryźlewicz,,,
11837,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Tango. Prem. 1988,,42,Teatr Polski im. Hieronima Konieczki (do  2000: Teatr Polski),Reż. Krzysztof Rościszewski,,,
11858,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Sen nocy letniej. Prem. 1988,,42,Teatr Polski im. Hieronima Konieczki (do  2000: Teatr Polski),Tł. Maciej Słomczyński. Reż. Andrzej Maria Marczewski,,,
11870,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Wędrowny teatr Sopalovicia. Prem. 1988,,42,Teatr Polski im. Hieronima Konieczki (do  2000: Teatr Polski),Tł. Dorota Jovanka Cirlić. Reż. Petar Govedarović,,,
11891,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Klatka. Prem. 1988,,42,Teatr Polski im. Hieronima Konieczki (do  2000: Teatr Polski),Tł. Ewa Grabowska. Reż. Andrzej Maria Marczewski,,,
11917,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Żołnierz królowej Madagaskaru. Prem. 1988,,42,Teatr Polski im. Hieronima Konieczki (do  2000: Teatr Polski),Reż. Jerzy Wróblewski,,Wg farsy Stanisława Dobrzańskiego,
11964,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Jeszcze w zielone gramy. Prem. 1988,,43,Teatr Rozrywki,Sc. i reż.: Tadeusz Wiśniewski,,,
11973,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Kraina sto piątej tajemnicy. Prem. 1988,,43,Teatr Rozrywki,Adapt. Lucyna Legut. Reż. Marcel Kochańczyk,,Wg Zbigniewa Żakieicza,
11981,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Lis Przechera. Prem. 1988,,43,Teatr Rozrywki,Reż. Tadeusz Ryłko,,Wg Johanna Wolfganga Goethego,
12026,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Jesienny wieczór. Prem. 1988,,44,Teatr Dramatyczny im. A. Mickiewicza (do 1993: Państwowy Teatr Dramatyczny im. Adama Mickiewicza),Tł. Danuta Żmij. Reż. Zbigniew Bebak,,,
12051,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Mirandolina. Prem. 1988,,44,Teatr Dramatyczny im. A. Mickiewicza (do 1993: Państwowy Teatr Dramatyczny im. Adama Mickiewicza),Tł. Zofia Jachimecka. Reż. Henryk Adamek,,,
12066,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Obrona Sokratesa. Prem. 1988,,44,Teatr Dramatyczny im. A. Mickiewicza (do 1993: Państwowy Teatr Dramatyczny im. Adama Mickiewicza),Tł. Władysław Witwicki. Adapt. i reż.: Michał Pawlicki,,,
12083,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Żegnaj Judaszu. Prem. 1988,,44,Teatr Dramatyczny im. A. Mickiewicza (do 1993: Państwowy Teatr Dramatyczny im. Adama Mickiewicza),Reż. Jan Maciejowski,,,
12087,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Kopciuszek. Prem. 1988,,44,Teatr Dramatyczny im. A. Mickiewicza (do 1993: Państwowy Teatr Dramatyczny im. Adama Mickiewicza),Reż. Ryszard Zarewicz,,,
19427,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Kwartet na czterech aktorów. Prem. 1988,,382,Teatr Polski,Oprac. zespołowe pod kierownictwem Wojciecha Ziemiańskiego,,,
19417,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Pocałunek kobiety pająka. Prem. 1988,,382,Teatr Polski,Tł. Zofia Chądzyńska. Reż. Jerzy Schejbal,,,
12101,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Skiz. Prem. 1988,,44,Teatr Dramatyczny im. A. Mickiewicza (do 1993: Państwowy Teatr Dramatyczny im. Adama Mickiewicza),Reż. Waldemar Wilhelm,,,
19420,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Dzieci Arbatu. Prem. 1988,,382,Teatr Polski,Adapt. Siergiej Kokowkin. Tł. Gracjanna Miller-Zielińska. Reż. Jacek Bunsch,,,
12111,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Niezwykłe przygody Pana Kleksa. Prem. 1988,,45,Teatr im. A. Sewruka (do 2007: Teatr Dramatyczny),Reż. Konrad Szachnowski,,,
12403,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Sąsiadka. Prem. 1988,,45,Teatr im. A. Sewruka (do 2007: Teatr Dramatyczny),Tł. Andrzej Miłosz. Reż. Sylwester Szyszko,,,
12408,1988,449,"Teatry od 1945 r. (omówienia, repertuar)","Jesienny wieczór. Nocna rozmowa z człowiekiem, którym się gardzi. Prem. 1988",,45,Teatr im. A. Sewruka (do 2007: Teatr Dramatyczny),Tł. Danuta Żmij. Reż. Sylwester Szyszko,,,
12418,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Prawdziwy mężczyzna. Prem. 1988,,45,Teatr im. A. Sewruka (do 2007: Teatr Dramatyczny),Tł. Gracjanna Miller-Zielińska. Reż. Jerzy Sopoćko,,,
12424,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Szary wilk i inni. Prem. 1988,,45,Teatr im. A. Sewruka (do 2007: Teatr Dramatyczny),Tł. Konrad Szachno,,,
12451,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Dama z walizką. Prem. 1988,,45,Teatr im. A. Sewruka (do 2007: Teatr Dramatyczny),Reż. Konrad Szachnowski,,,
12455,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Podwieczorek generałów. Prem. 1988,,45,Teatr im. A. Sewruka (do 2007: Teatr Dramatyczny),Tł. i oprac:. Zofia Jeżewska i Andrzej Miłosz. Teksty piosenek: Wiktor Woroszylski. Insc. i reż.: Jerzy Sopoćko,,,
12472,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Szewcy. Prem. 1988,,45,Teatr im. A. Sewruka (do 2007: Teatr Dramatyczny),Reż. Jerzy Sopocko,,,
12480,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Caligula. Prem. 1988,,46,"Teatr ""Wybrzeże""",Tł. Wojciech Natanson. Reż. Krzysztof Babicki,,,
12491,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Złodziej serc. Prem. 1988,,46,"Teatr ""Wybrzeże""",Reż. aut.,,,
12499,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Zwykły dzień pewnego lata. Prem. 1988,,46,"Teatr ""Wybrzeże""",Reż. Marek Okopiński,,,
12580,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Ambasador. Prem. 1988,,46,"Teatr ""Wybrzeże""",Reż. Waldemar Wilhelm,,,
12584,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Portret. Prem. 1988,,46,"Teatr ""Wybrzeże""",Reż. Marek Okopiński,,,
12595,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Sztukmistrz z Lublina. Prem. 1988,,46,"Teatr ""Wybrzeże""",Tł. Krystyna Szerer. Adapt. Michał Komar. Reż. Tadeusz Różewicz,,,
12604,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Latający Rumak. Prem. 1988,,46,"Teatr ""Wybrzeże""",Reż. aut.,,Wg Bolesława Leśmiana,
12611,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Przeprowadzka. Prem. 1988,,46,"Teatr ""Wybrzeże""",Tł. Ryszard Bugajski. Reż. Andrzej Guc,,,
12622,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Wolność dla Barabasza. Prem. 1988,,46,"Teatr ""Wybrzeże""",Reż. Andrzej Markowicz,,,
12632,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Stąd do Ameryki. Prem. 1988,,46,"Teatr ""Wybrzeże""",Reż. Mikołaj Grabowski,,,
12658,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Farsa na trzy sypialnie. Prem. 1988,,831,Teatr Dramatyczny,Tł. Gustaw Gottesman. Reż. Mieczysław Waśkowski,,,
13504,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Azyl. Prem. 1988,,836,Teatr Ziemi Pomorskiej,"Tł. Juliusz Kydryński, Kazimierz Truchanowski, Krzysztof Radziwiłł, Lech Czyżewski. Sc. i reż.: Wiesław Hołdys",,"Wg pow. ""Ameryka"" i innych utworów",
13071,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Damy i huzary. Prem. 1988,,47,Teatr Dramatyczny w Gdyni,Reż. Zbigniew Wróbel,,,
13072,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Gałązka rozmarynu. Prem. 1988,,831,Teatr Dramatyczny,Reż. Zbigniew Kuźmiński,,,
13073,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Chłopiec z gwiazd. Prem. 1988,,47,Teatr Dramatyczny w Gdyni,Tł. Marian Niewiarowski. Teksty piosenek: Kazimierz Winkler. Reż. Janusz Tartyłło,,,
13091,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Umarli potrafią tańczyć. Prem. 1988,,922,Teatr Ekspresji,Reż. aut.,,,
13560,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Letni dzień. Prem. 1988,,836,Teatr Ziemi Pomorskiej,Reż. Janusz Kozłowski,,,
13111,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Dekameron. Prem. 1988,,49,"Teatr ""Meluzyna""","Adapt. Hanna Bitner-Szymańska, Teresa Hanna Łub. Reż. Marcel Kochańczyk",,,
13569,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Kordian. Prem. 1988,,836,Teatr Ziemi Pomorskiej,Reż. Tadeusz Pliszkiewicz,,,
13575,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Za siedmioma górami. Prem. 1988,,836,Teatr Ziemi Pomorskiej,Oprac. Wiktor Żeromski. Reż. zbiorowa. Opieka artyst.: Tadeusz Pliszkiewicz,,,
13586,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Brodski. Prem. 1988,,837,Teatr im. C. K. Norwida,"Tł. Jan Gondowicz. Tł. wierszy i esejów: Stanisław Barańczak, Andrzej Mandalian, Elżbieta Morawiec, Adam Pomorski, Wiktor Woroszylski. Sc. i reż.: Bogdan Rudnicki",,Sc. wg stenogramu z procesu sądowego Josifa Brodskiego,
13129,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Za siedmioma strunami. Prem. 1988,,833,Teatr im. Aleksandra Fredry,Reż. Przemysław Basiński,,,
13132,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Chory z urojenia. Prem. 1988,,833,Teatr im. Aleksandra Fredry,Tł. Tadeusz Boy-Żeleński. Reż. Ryszard Krzyszycha,,,
13596,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Przygody Pchły Szachrajki. Prem. 1988,,837,Teatr im. C. K. Norwida,Reż. Wiesław Sierpiński,,,
13143,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Ania z Zielonego Wzgórza. Prem. 1988,,833,Teatr im. Aleksandra Fredry,Tł. Rachela Bernsteinowa. Adapt. Andrzej Konic. Reż. Henryk Olszewski,,,
13601,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Biesy. Prem. 1988,,837,Teatr im. C. K. Norwida,Tł. Tadeusz Zagórski. Adapt. i reż.: Krzysztof Rogóż,,,
13603,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Wielkoludy. Prem. 1988,,837,Teatr im. C. K. Norwida,Reż. Alina Obidniak,,,
13605,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Skąpiec. Prem. 1988,,837,Teatr im. C. K. Norwida,Tł.Tadeusz Boy-Żeleński. Reż. Zygmunt Bielawski,,,
13607,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Promethidion. Prem. 1988,,837,Teatr im. C. K. Norwida,Reż. Alina Obidniak,,,
13608,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Niespodzianka. Prem. 1988,,837,Teatr im. C. K. Norwida,Reż. Krzysztof Rogoż,,,
13149,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Szczęśliwe wydarzenie. Prem. 1988,,833,Teatr im. Aleksandra Fredry,Reż. Andrzej Walden,,,
13610,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Panna Julia. Prem. 1988,,837,Teatr im. C. K. Norwida,Tł. Zygmunt Łanowski. Reż. Iga Mayr,,,
13611,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Dybuk. Prem. 1988,,847,Narodowy Stary Teatr im. H. Modrzejewskiej (do 2001: Stary Teatr im. H. Modrzejewskiej),Adapt. i reż. Andrzej Wajda,,Wg sztuki Szymona An-skiego,
13158,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Bambuko czyli skandal w krainie gier. Prem. 1988,,833,Teatr im. Aleksandra Fredry,Reż. Zdzisław Wardejn,,,
13206,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Przedwiośnie. Prem. 1988,,833,Teatr im. Aleksandra Fredry,Adapt. i reż.: Roman Kordziński. Współpr. reż.: Stanisław Raczkiewicz,,,
13234,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Gorzkie żale w dozorówce. Prem. 1988,,51,Teatr im. J. Osterwy,Tł. Tadeusz Olszański. Reż. Janusz Kozłowski,,,
13242,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Pokojówki. Prem. 1988,,51,Teatr im. J. Osterwy,Tł. Jan Błoński. Reż. Michał Pawlicki,,,
13274,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Pluskwa. Prem. 1988,,51,Teatr im. J. Osterwy,Tł. Lidia Zamkow. Reż. Wiesław Hołdys,,,
13400,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Indyk. Prem. 1988,,51,Teatr im. J. Osterwy,Reż. Antoni Baniukiewicz,,,
13419,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Zabawa. Prem. 1988,,51,Teatr im. J. Osterwy,Reż. Janusz Kozłowski,,,
13426,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Powrót posła. Prem. 1988,,51,Teatr im. J. Osterwy,Reż. Antoni Baniukiewicz,,,
13441,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Makbet. Prem. 1988,,51,Teatr im. J. Osterwy,Tł. Maciej Słomczyński. Reż. Antoni Baniukiewicz,,,
13451,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Żółte oczy mszycy. Prem. 1988,,51,Teatr im. J. Osterwy,Reż. Leszek Szopa,,,
13468,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Igraszki kobiet. Prem. 1988,,836,Teatr Ziemi Pomorskiej,Tł. Zofia Szleyen. Reż. Stefan Szaciłowski,,"Wg ""Intermediów""",
13493,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Ciotunia. Prem. 1988,,836,Teatr Ziemi Pomorskiej,Reż. Jarosław Kuszewski,,,
13498,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Ławeczka. Prem. 1988,,836,Teatr Ziemi Pomorskiej,Tł. Jerzy Koenig. Reż. Tadeusz Pliszkiewicz,,,
14041,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Płatonow,,847,Narodowy Stary Teatr im. H. Modrzejewskiej (do 2001: Stary Teatr im. H. Modrzejewskiej),Tł. A. Tarn. Reż. F. Bajon,,,
14094,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Strategia dla dwóch szynek,,847,Narodowy Stary Teatr im. H. Modrzejewskiej (do 2001: Stary Teatr im. H. Modrzejewskiej),Tł. B. Grzegorzewska. Reż. P. Szczerski,,,
14101,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Albertusy. Komedia Rybałtowska Nowa,,847,Narodowy Stary Teatr im. H. Modrzejewskiej (do 2001: Stary Teatr im. H. Modrzejewskiej),Wybór tekstów: Jerzy Święch. Reż. E. Krzywosza-Fedorowicz,,,
14108,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Operetka,,847,Narodowy Stary Teatr im. H. Modrzejewskiej (do 2001: Stary Teatr im. H. Modrzejewskiej),Reż. T. Bradecki,,,
14115,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Lekcja. Prem. 1988,,847,Narodowy Stary Teatr im. H. Modrzejewskiej (do 2001: Stary Teatr im. H. Modrzejewskiej),Tł. J. Błoński. Reż. E. Lo Voi,,,
14236,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Don Juan albo kamienny gość. Prem. 1988,,847,Narodowy Stary Teatr im. H. Modrzejewskiej (do 2001: Stary Teatr im. H. Modrzejewskiej),Tł. Tadeusz Boy-Żeleński. Reż. Yves Goulais,,,
14243,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Portret. Prem. 1988,,847,Narodowy Stary Teatr im. H. Modrzejewskiej (do 2001: Stary Teatr im. H. Modrzejewskiej),Reż. Jerzy Jarocki,,,
14312,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Marzyciele. Prem. 1988,,847,Narodowy Stary Teatr im. H. Modrzejewskiej (do 2001: Stary Teatr im. H. Modrzejewskiej),Tł. Maria Kurecka. Oprac. tekstu i reż.: Krystian Lupa,,,
17798,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Kaczo. Prem. 1988,,101,Teatr Nowy im. G. Morcinka,Reż. Łukasz Ratajczak,,,
15147,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Kobieta z prowincji. Prem. 1988,,848,Teatr im. J. Słowackiego,Adapt. i reż.: Jan Błeszyński,"Wstań córko, idź ...","Wg pow. Waldemara Siemieńskiego ""Kobieta z prowincji""",
14340,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Dolorado. Prem. 1988,,847,Narodowy Stary Teatr im. H. Modrzejewskiej (do 2001: Stary Teatr im. H. Modrzejewskiej),Reż. Kazimierz Borowiec,,,
17821,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Kilka ukłuć muchy. Prem. 1988,,102,Teatr Polski*,Reż. aut.,,,
15152,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Czarujący łajdak. Prem. 1988,,848,Teatr im. J. Słowackiego,Tł. Andrzej Miłosz. Reż. Romana Próchnicka,,,
14347,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Taniec śmierci. Prem. 1988,,847,Narodowy Stary Teatr im. H. Modrzejewskiej (do 2001: Stary Teatr im. H. Modrzejewskiej),Tł. Zygmunt Łanowski. Reż. Adam Sroka,,,
15156,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Wiosna w ZOO. Prem. 1988,,848,Teatr im. J. Słowackiego,Reż. aut.,,,
15164,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Maski. Prem. 1988,,848,Teatr im. J. Słowackiego,"Tł. Joanna Kraczek, Maria Gawdzik. Reż. Włodzimierz Nurkowski",,,
14353,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Przed sklepem jubilera. Medytacja o sakramencie małżeństwa przechodząca chwilami w dramat. Prem. 1988,,847,Narodowy Stary Teatr im. H. Modrzejewskiej (do 2001: Stary Teatr im. H. Modrzejewskiej),Reż. Anna Polony,,,
17842,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Ubu król. Prem. 1988,,102,Teatr Polski*,Tł. Tadeusz Boy-Żeleński.  Reż. Wiesław Górski,,,
14361,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",[Dziś są moje urodziny] Aujourd'hui c'est mon anniversaire. Prem. 1988,,945,"Teatr ""Cricot 2""",Reż. aut.,,,
14364,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Nigdy tu już nie powrócę. Prem. 1988,,945,"Teatr ""Cricot 2""",Reż. aut.,,,
17868,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Szelmostwa Skapena. Prem. 1988,,102,Teatr Polski*,Tł. Tadeusz Boy-Żeleński. Teksty piosenek: Józef Ratajczak. Reż Leszek Czarnota,,,
17880,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Kurka wodna. Prem. 1988,,102,Teatr Polski*,Reż. Janusz Nyczak,,,
17890,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Damy i huzary. Prem. 1988,,2081,Teatr Powszechny im. J. Kochanowskiego*,Reż. Krzysztof Szuster,,,
17901,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Gałązka rozmarynu. Prem. 1988,,2081,Teatr Powszechny im. J. Kochanowskiego*,Reż. Zygmunt Wojdan,,,
17910,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Szewcy. Prem. 1988,,2081,Teatr Powszechny im. J. Kochanowskiego*,Reż. Zygmunt Wojdan,,,
